91 0 101,10,96,5
0 91 10,101,5,96
92 0 102,10,97,5
0 92 10,102,5,97
93 0 103,10,98,5
0 93 10,103,5,98
94 0 104,10,99,5
0 94 10,104,5,99
95 0 105,10,100,5
0 95 10,105,5,100
96 0 106,10,101,5
0 96 10,106,5,101
97 0 107,10,102,5
0 97 10,107,5,102
98 0 108,10,103,5
0 98 10,108,5,103
99 0 109,10,104,5
0 99 10,109,5,104
100 0 110,10,105,5
0 100 10,110,5,105
101 0 111,10,106,5
0 101 10,111,5,106
102 0 112,10,107,5
0 102 10,112,5,107
103 0 113,10,108,5
0 103 10,113,5,108
104 0 114,10,109,5
0 104 10,114,5,109
105 0 115,10,110,5
0 105 10,115,5,110
106 0 116,10,111,5
0 106 10,116,5,111
107 0 117,10,112,5
0 107 10,117,5,112
108 0 118,10,113,5
0 108 10,118,5,113
109 0 119,10,114,5
0 109 10,119,5,114
110 0 120,10,115,5
0 110 10,120,5,115
111 0 121,10,116,5
0 111 10,121,5,116
112 0 122,10,117,5
0 112 10,122,5,117
113 0 123,10,118,5
0 113 10,123,5,118
114 0 124,10,119,5
0 114 10,124,5,119
115 0 125,10,120,5
0 115 10,125,5,120
116 0 126,10,121,5
0 116 10,126,5,121
117 0 127,10,122,5
0 117 10,127,5,122
118 0 128,10,123,5
0 118 10,128,5,123
119 0 129,10,124,5
0 119 10,129,5,124
120 0 130,10,125,5
0 120 10,130,5,125
121 0 131,10,126,5
0 121 10,131,5,126
122 0 132,10,127,5
0 122 10,132,5,127
123 0 133,10,128,5
0 123 10,133,5,128
124 0 134,10,129,5
0 124 10,134,5,129
125 0 135,10,130,5
0 125 10,135,5,130
126 0 136,10,131,5
0 126 10,136,5,131
127 0 137,10,132,5
0 127 10,137,5,132
128 0 138,10,133,5
0 128 10,138,5,133
129 0 139,10,134,5
0 129 10,139,5,134
130 0 140,10,135,5
0 130 10,140,5,135
131 0 141,10,136,5
0 131 10,141,5,136
132 0 142,10,137,5
0 132 10,142,5,137
133 0 143,10,138,5
0 133 10,143,5,138
134 0 144,10,139,5
0 134 10,144,5,139
135 0 145,10,140,5
0 135 10,145,5,140
136 0 146,10,141,5
0 136 10,146,5,141
137 0 147,10,142,5
0 137 10,147,5,142
138 0 148,10,143,5
0 138 10,148,5,143
139 0 149,10,144,5
0 139 10,149,5,144
140 0 150,10,145,5
0 140 10,150,5,145
141 0 151,10,146,5
0 141 10,151,5,146
142 0 152,10,147,5
0 142 10,152,5,147
143 0 153,10,148,5
0 143 10,153,5,148
144 0 154,10,149,5
0 144 10,154,5,149
145 0 155,10,150,5
0 145 10,155,5,150
146 0 156,10,151,5
0 146 10,156,5,151
147 0 157,10,152,5
0 147 10,157,5,152
148 0 158,10,153,5
0 148 10,158,5,153
149 0 159,10,154,5
0 149 10,159,5,154
150 0 160,10,155,5
0 150 10,160,5,155
151 0 161,10,156,5
0 151 10,161,5,156
152 0 162,10,157,5
0 152 10,162,5,157
153 0 163,10,158,5
0 153 10,163,5,158
154 0 164,10,159,5
0 154 10,164,5,159
155 0 165,10,160,5
0 155 10,165,5,160
156 0 166,10,161,5
0 156 10,166,5,161
157 0 167,10,162,5
0 157 10,167,5,162
158 0 168,10,163,5
0 158 10,168,5,163
159 0 169,10,164,5
0 159 10,169,5,164
160 0 170,10,165,5
0 160 10,170,5,165
161 0 171,10,166,5
0 161 10,171,5,166
162 0 172,10,167,5
0 162 10,172,5,167
163 0 173,10,168,5
0 163 10,173,5,168
164 0 174,10,169,5
0 164 10,174,5,169
165 0 175,10,170,5
0 165 10,175,5,170
166 0 176,10,171,5
0 166 10,176,5,171
167 0 177,10,172,5
0 167 10,177,5,172
168 0 178,10,173,5
0 168 10,178,5,173
169 0 179,10,174,5
0 169 10,179,5,174
170 0 180,10,175,5
0 170 10,180,5,175
171 0 181,10,176,5
0 171 10,181,5,176
172 0 182,10,177,5
0 172 10,182,5,177
173 0 183,10,178,5
0 173 10,183,5,178
174 0 184,10,179,5
0 174 10,184,5,179
175 0 185,10,180,5
0 175 10,185,5,180
176 0 186,10,181,5
0 176 10,186,5,181
177 0 187,10,182,5
0 177 10,187,5,182
178 0 188,10,183,5
0 178 10,188,5,183
179 0 189,10,184,5
0 179 10,189,5,184
180 0 190,10,185,5
0 180 10,190,5,185
181 0 191,10,186,5
0 181 10,191,5,186
182 0 192,10,187,5
0 182 10,192,5,187
183 0 193,10,188,5
0 183 10,193,5,188
184 0 194,10,189,5
0 184 10,194,5,189
185 0 195,10,190,5
0 185 10,195,5,190
186 0 196,10,191,5
0 186 10,196,5,191
187 0 197,10,192,5
0 187 10,197,5,192
188 0 198,10,193,5
0 188 10,198,5,193
189 0 199,10,194,5
0 189 10,199,5,194
190 0 200,10,195,5
0 190 10,200,5,195
191 0 201,10,196,5
0 191 10,201,5,196
192 0 202,10,197,5
0 192 10,202,5,197
193 0 203,10,198,5
0 193 10,203,5,198
194 0 204,10,199,5
0 194 10,204,5,199
195 0 205,10,200,5
0 195 10,205,5,200
196 0 206,10,201,5
0 196 10,206,5,201
197 0 207,10,202,5
0 197 10,207,5,202
198 0 208,10,203,5
0 198 10,208,5,203
199 0 209,10,204,5
0 199 10,209,5,204
200 0 210,10,205,5
0 200 10,210,5,205
201 0 211,10,206,5
0 201 10,211,5,206
202 0 212,10,207,5
0 202 10,212,5,207
203 0 213,10,208,5
0 203 10,213,5,208
204 0 214,10,209,5
0 204 10,214,5,209
205 0 215,10,210,5
0 205 10,215,5,210
206 0 216,10,211,5
0 206 10,216,5,211
207 0 217,10,212,5
0 207 10,217,5,212
208 0 218,10,213,5
0 208 10,218,5,213
209 0 219,10,214,5
0 209 10,219,5,214
210 0 220,10,215,5
0 210 10,220,5,215
211 0 221,10,216,5
0 211 10,221,5,216
212 0 222,10,217,5
0 212 10,222,5,217
213 0 223,10,218,5
0 213 10,223,5,218
214 0 224,10,219,5
0 214 10,224,5,219
215 0 225,10,220,5
0 215 10,225,5,220
216 0 226,10,221,5
0 216 10,226,5,221
217 0 227,10,222,5
0 217 10,227,5,222
218 0 228,10,223,5
0 218 10,228,5,223
219 0 229,10,224,5
0 219 10,229,5,224
220 0 230,10,225,5
0 220 10,230,5,225
221 0 231,10,226,5
0 221 10,231,5,226
222 0 232,10,227,5
0 222 10,232,5,227
223 0 233,10,228,5
0 223 10,233,5,228
224 0 234,10,229,5
0 224 10,234,5,229
225 0 235,10,230,5
0 225 10,235,5,230
226 0 236,10,231,5
0 226 10,236,5,231
227 0 237,10,232,5
0 227 10,237,5,232
228 0 238,10,233,5
0 228 10,238,5,233
229 0 239,10,234,5
0 229 10,239,5,234
230 0 240,10,235,5
0 230 10,240,5,235
231 0 241,10,236,5
0 231 10,241,5,236
232 0 242,10,237,5
0 232 10,242,5,237
233 0 243,10,238,5
0 233 10,243,5,238
234 0 244,10,239,5
0 234 10,244,5,239
235 0 245,10,240,5
0 235 10,245,5,240
236 0 246,10,241,5
0 236 10,246,5,241
237 0 247,10,242,5
0 237 10,247,5,242
238 0 248,10,243,5
0 238 10,248,5,243
239 0 249,10,244,5
0 239 10,249,5,244
240 0 250,10,245,5
0 240 10,250,5,245
241 0 251,10,246,5
0 241 10,251,5,246
242 0 252,10,247,5
0 242 10,252,5,247
243 0 253,10,248,5
0 243 10,253,5,248
244 0 254,10,249,5
0 244 10,254,5,249
245 0 255,10,250,5
0 245 10,255,5,250
246 0 256,10,251,5
0 246 10,256,5,251
247 0 257,10,252,5
0 247 10,257,5,252
248 0 258,10,253,5
0 248 10,258,5,253
249 0 259,10,254,5
0 249 10,259,5,254
250 0 260,10,255,5
0 250 10,260,5,255
251 0 261,10,256,5
0 251 10,261,5,256
252 0 262,10,257,5
0 252 10,262,5,257
253 0 263,10,258,5
0 253 10,263,5,258
254 0 264,10,259,5
0 254 10,264,5,259
255 0 265,10,260,5
0 255 10,265,5,260
256 0 266,10,261,5
0 256 10,266,5,261
257 0 267,10,262,5
0 257 10,267,5,262
258 0 268,10,263,5
0 258 10,268,5,263
259 0 269,10,264,5
0 259 10,269,5,264
260 0 270,10,265,5
0 260 10,270,5,265
261 0 271,10,266,5
0 261 10,271,5,266
262 0 272,10,267,5
0 262 10,272,5,267
263 0 273,10,268,5
0 263 10,273,5,268
264 0 274,10,269,5
0 264 10,274,5,269
265 0 275,10,270,5
0 265 10,275,5,270
266 0 276,10,271,5
0 266 10,276,5,271
267 0 277,10,272,5
0 267 10,277,5,272
268 0 278,10,273,5
0 268 10,278,5,273
269 0 279,10,274,5
0 269 10,279,5,274
270 0 280,10,275,5
0 270 10,280,5,275
271 0 281,10,276,5
0 271 10,281,5,276
272 0 282,10,277,5
0 272 10,282,5,277
273 0 283,10,278,5
0 273 10,283,5,278
274 0 284,10,279,5
0 274 10,284,5,279
275 0 285,10,280,5
0 275 10,285,5,280
276 0 286,10,281,5
0 276 10,286,5,281
277 0 287,10,282,5
0 277 10,287,5,282
278 0 288,10,283,5
0 278 10,288,5,283
279 0 289,10,284,5
0 279 10,289,5,284
280 0 290,10,285,5
0 280 10,290,5,285
281 0 291,10,286,5
0 281 10,291,5,286
282 0 292,10,287,5
0 282 10,292,5,287
283 0 293,10,288,5
0 283 10,293,5,288
284 0 294,10,289,5
0 284 10,294,5,289
285 0 295,10,290,5
0 285 10,295,5,290
286 0 296,10,291,5
0 286 10,296,5,291
287 0 297,10,292,5
0 287 10,297,5,292
288 0 298,10,293,5
0 288 10,298,5,293
289 0 299,10,294,5
0 289 10,299,5,294
290 0 300,10,295,5
0 290 10,300,5,295
291 0 301,10,296,5
0 291 10,301,5,296
292 0 302,10,297,5
0 292 10,302,5,297
293 0 303,10,298,5
0 293 10,303,5,298
294 0 304,10,299,5
0 294 10,304,5,299
295 0 305,10,300,5
0 295 10,305,5,300
296 0 306,10,301,5
0 296 10,306,5,301
297 0 307,10,302,5
0 297 10,307,5,302
298 0 308,10,303,5
0 298 10,308,5,303
299 0 309,10,304,5
0 299 10,309,5,304
300 0 310,10,305,5
0 300 10,310,5,305
301 0 311,10,306,5
0 301 10,311,5,306
302 0 312,10,307,5
0 302 10,312,5,307
303 0 313,10,308,5
0 303 10,313,5,308
304 0 314,10,309,5
0 304 10,314,5,309
305 0 315,10,310,5
0 305 10,315,5,310
306 0 316,10,311,5
0 306 10,316,5,311
307 0 317,10,312,5
0 307 10,317,5,312
308 0 318,10,313,5
0 308 10,318,5,313
309 0 319,10,314,5
0 309 10,319,5,314
310 0 320,10,315,5
0 310 10,320,5,315
311 0 321,10,316,5
0 311 10,321,5,316
312 0 322,10,317,5
0 312 10,322,5,317
313 0 323,10,318,5
0 313 10,323,5,318
314 0 324,10,319,5
0 314 10,324,5,319
315 0 325,10,320,5
0 315 10,325,5,320
316 0 326,10,321,5
0 316 10,326,5,321
317 0 327,10,322,5
0 317 10,327,5,322
318 0 328,10,323,5
0 318 10,328,5,323
319 0 329,10,324,5
0 319 10,329,5,324
320 0 330,10,325,5
0 320 10,330,5,325
321 0 331,10,326,5
0 321 10,331,5,326
322 0 332,10,327,5
0 322 10,332,5,327
323 0 333,10,328,5
0 323 10,333,5,328
324 0 334,10,329,5
0 324 10,334,5,329
325 0 335,10,330,5
0 325 10,335,5,330
326 0 336,10,331,5
0 326 10,336,5,331
327 0 337,10,332,5
0 327 10,337,5,332
328 0 338,10,333,5
0 328 10,338,5,333
329 0 339,10,334,5
0 329 10,339,5,334
330 0 340,10,335,5
0 330 10,340,5,335
331 0 341,10,336,5
0 331 10,341,5,336
332 0 342,10,337,5
0 332 10,342,5,337
333 0 343,10,338,5
0 333 10,343,5,338
334 0 344,10,339,5
0 334 10,344,5,339
335 0 345,10,340,5
0 335 10,345,5,340
336 0 346,10,341,5
0 336 10,346,5,341
337 0 347,10,342,5
0 337 10,347,5,342
338 0 348,10,343,5
0 338 10,348,5,343
339 0 349,10,344,5
0 339 10,349,5,344
340 0 350,10,345,5
0 340 10,350,5,345
341 0 351,10,346,5
0 341 10,351,5,346
342 0 352,10,347,5
0 342 10,352,5,347
343 0 353,10,348,5
0 343 10,353,5,348
344 0 354,10,349,5
0 344 10,354,5,349
345 0 355,10,350,5
0 345 10,355,5,350
346 0 356,10,351,5
0 346 10,356,5,351
347 0 357,10,352,5
0 347 10,357,5,352
348 0 358,10,353,5
0 348 10,358,5,353
349 0 359,10,354,5
0 349 10,359,5,354
350 0 360,10,355,5
0 350 10,360,5,355
351 0 361,10,356,5
0 351 10,361,5,356
352 0 362,10,357,5
0 352 10,362,5,357
353 0 363,10,358,5
0 353 10,363,5,358
354 0 364,10,359,5
0 354 10,364,5,359
355 0 365,10,360,5
0 355 10,365,5,360
356 0 366,10,361,5
0 356 10,366,5,361
357 0 367,10,362,5
0 357 10,367,5,362
358 0 368,10,363,5
0 358 10,368,5,363
359 0 369,10,364,5
0 359 10,369,5,364
360 0 370,10,365,5
0 360 10,370,5,365
361 0 371,10,366,5
0 361 10,371,5,366
362 0 372,10,367,5
0 362 10,372,5,367
363 0 373,10,368,5
0 363 10,373,5,368
364 0 374,10,369,5
0 364 10,374,5,369
365 0 375,10,370,5
0 365 10,375,5,370
366 0 376,10,371,5
0 366 10,376,5,371
367 0 377,10,372,5
0 367 10,377,5,372
368 0 378,10,373,5
0 368 10,378,5,373
369 0 379,10,374,5
0 369 10,379,5,374
370 0 380,10,375,5
0 370 10,380,5,375
371 0 381,10,376,5
0 371 10,381,5,376
372 0 382,10,377,5
0 372 10,382,5,377
373 0 383,10,378,5
0 373 10,383,5,378
374 0 384,10,379,5
0 374 10,384,5,379
375 0 385,10,380,5
0 375 10,385,5,380
376 0 386,10,381,5
0 376 10,386,5,381
377 0 387,10,382,5
0 377 10,387,5,382
378 0 388,10,383,5
0 378 10,388,5,383
379 0 389,10,384,5
0 379 10,389,5,384
380 0 390,10,385,5
0 380 10,390,5,385
381 0 391,10,386,5
0 381 10,391,5,386
382 0 392,10,387,5
0 382 10,392,5,387
383 0 393,10,388,5
0 383 10,393,5,388
384 0 394,10,389,5
0 384 10,394,5,389
385 0 395,10,390,5
0 385 10,395,5,390
386 0 396,10,391,5
0 386 10,396,5,391
387 0 397,10,392,5
0 387 10,397,5,392
388 0 398,10,393,5
0 388 10,398,5,393
389 0 399,10,394,5
0 389 10,399,5,394
390 0 400,10,395,5
0 390 10,400,5,395
391 0 401,10,396,5
0 391 10,401,5,396
392 0 402,10,397,5
0 392 10,402,5,397
393 0 403,10,398,5
0 393 10,403,5,398
394 0 404,10,399,5
0 394 10,404,5,399
395 0 405,10,400,5
0 395 10,405,5,400
396 0 406,10,401,5
0 396 10,406,5,401
397 0 407,10,402,5
0 397 10,407,5,402
398 0 408,10,403,5
0 398 10,408,5,403
399 0 409,10,404,5
0 399 10,409,5,404
400 0 410,10,405,5
0 400 10,410,5,405
401 0 411,10,406,5
0 401 10,411,5,406
402 0 412,10,407,5
0 402 10,412,5,407
403 0 413,10,408,5
0 403 10,413,5,408
404 0 414,10,409,5
0 404 10,414,5,409
405 0 415,10,410,5
0 405 10,415,5,410
406 0 416,10,411,5
0 406 10,416,5,411
407 0 417,10,412,5
0 407 10,417,5,412
408 0 418,10,413,5
0 408 10,418,5,413
409 0 419,10,414,5
0 409 10,419,5,414
410 0 420,10,415,5
0 410 10,420,5,415
411 0 421,10,416,5
0 411 10,421,5,416
412 0 422,10,417,5
0 412 10,422,5,417
413 0 423,10,418,5
0 413 10,423,5,418
414 0 424,10,419,5
0 414 10,424,5,419
415 0 425,10,420,5
0 415 10,425,5,420
416 0 426,10,421,5
0 416 10,426,5,421
417 0 427,10,422,5
0 417 10,427,5,422
418 0 428,10,423,5
0 418 10,428,5,423
419 0 429,10,424,5
0 419 10,429,5,424
420 0 430,10,425,5
0 420 10,430,5,425
421 0 431,10,426,5
0 421 10,431,5,426
422 0 432,10,427,5
0 422 10,432,5,427
423 0 433,10,428,5
0 423 10,433,5,428
424 0 434,10,429,5
0 424 10,434,5,429
425 0 435,10,430,5
0 425 10,435,5,430
426 0 436,10,431,5
0 426 10,436,5,431
427 0 437,10,432,5
0 427 10,437,5,432
428 0 438,10,433,5
0 428 10,438,5,433
429 0 439,10,434,5
0 429 10,439,5,434
430 0 440,10,435,5
0 430 10,440,5,435
431 0 441,10,436,5
0 431 10,441,5,436
432 0 442,10,437,5
0 432 10,442,5,437
433 0 443,10,438,5
0 433 10,443,5,438
434 0 444,10,439,5
0 434 10,444,5,439
435 0 445,10,440,5
0 435 10,445,5,440
436 0 446,10,441,5
0 436 10,446,5,441
437 0 447,10,442,5
0 437 10,447,5,442
438 0 448,10,443,5
0 438 10,448,5,443
439 0 449,10,444,5
0 439 10,449,5,444
440 0 450,10,445,5
0 440 10,450,5,445
441 0 451,10,446,5
0 441 10,451,5,446
442 0 452,10,447,5
0 442 10,452,5,447
443 0 453,10,448,5
0 443 10,453,5,448
444 0 454,10,449,5
0 444 10,454,5,449
445 0 455,10,450,5
0 445 10,455,5,450
446 0 456,10,451,5
0 446 10,456,5,451
447 0 457,10,452,5
0 447 10,457,5,452
448 0 458,10,453,5
0 448 10,458,5,453
449 0 459,10,454,5
0 449 10,459,5,454
450 0 460,10,455,5
0 450 10,460,5,455
451 0 461,10,456,5
0 451 10,461,5,456
452 0 462,10,457,5
0 452 10,462,5,457
453 0 463,10,458,5
0 453 10,463,5,458
454 0 464,10,459,5
0 454 10,464,5,459
455 0 465,10,460,5
0 455 10,465,5,460
456 0 466,10,461,5
0 456 10,466,5,461
457 0 467,10,462,5
0 457 10,467,5,462
458 0 468,10,463,5
0 458 10,468,5,463
459 0 469,10,464,5
0 459 10,469,5,464
460 0 470,10,465,5
0 460 10,470,5,465
461 0 471,10,466,5
0 461 10,471,5,466
462 0 472,10,467,5
0 462 10,472,5,467
463 0 473,10,468,5
0 463 10,473,5,468
464 0 474,10,469,5
0 464 10,474,5,469
465 0 475,10,470,5
0 465 10,475,5,470
466 0 476,10,471,5
0 466 10,476,5,471
467 0 477,10,472,5
0 467 10,477,5,472
468 0 478,10,473,5
0 468 10,478,5,473
469 0 479,10,474,5
0 469 10,479,5,474
470 0 480,10,475,5
0 470 10,480,5,475
471 0 481,10,476,5
0 471 10,481,5,476
472 0 482,10,477,5
0 472 10,482,5,477
473 0 483,10,478,5
0 473 10,483,5,478
474 0 484,10,479,5
0 474 10,484,5,479
475 0 485,10,480,5
0 475 10,485,5,480
476 0 486,10,481,5
0 476 10,486,5,481
477 0 487,10,482,5
0 477 10,487,5,482
478 0 488,10,483,5
0 478 10,488,5,483
479 0 489,10,484,5
0 479 10,489,5,484
480 0 490,10,485,5
0 480 10,490,5,485
481 0 491,10,486,5
0 481 10,491,5,486
482 0 492,10,487,5
0 482 10,492,5,487
483 0 493,10,488,5
0 483 10,493,5,488
484 0 494,10,489,5
0 484 10,494,5,489
485 0 495,10,490,5
0 485 10,495,5,490
486 0 496,10,491,5
0 486 10,496,5,491
487 0 497,10,492,5
0 487 10,497,5,492
488 0 498,10,493,5
0 488 10,498,5,493
489 0 499,10,494,5
0 489 10,499,5,494
490 0 500,10,495,5
0 490 10,500,5,495
491 0 501,10,496,5
0 491 10,501,5,496
492 0 502,10,497,5
0 492 10,502,5,497
493 0 503,10,498,5
0 493 10,503,5,498
494 0 504,10,499,5
0 494 10,504,5,499
495 0 505,10,500,5
0 495 10,505,5,500
496 0 506,10,501,5
0 496 10,506,5,501
497 0 507,10,502,5
0 497 10,507,5,502
498 0 508,10,503,5
0 498 10,508,5,503
499 0 509,10,504,5
0 499 10,509,5,504
